timestamp,epoch_time,event_type,epoch,loss,accuracy,val_accuracy,sample_count,detected_class,extra_info,raw_message
2026-05-21T15:50:03.090345,1779367803.0903451,VALIDATION,,,,70.0,10,,,[ACCURACY] Validation: 70.0% (n=10)
2026-05-21T15:50:03.093274,1779367803.0932744,FL,,,,,,,"B1 pre-pack: min=-3.0758, max=2.9957, mean=-0.1356","[FL] B1 pre-pack: min=-3.0758, max=2.9957, mean=-0.1356"
2026-05-21T15:50:03.095607,1779367803.0956075,FL,,,,,,,Model sent (72 bytes),[FL] Model sent (72 bytes)
2026-05-21T15:50:03.097598,1779367803.0975986,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:03.235118,1779367803.2351182,BLE,,,,,,,Received global model (64 bytes),[BLE] Received global model (64 bytes)
2026-05-21T15:50:03.238284,1779367803.2382848,FL,,,,,,,Global model updated (Adam reset),[FL] Global model updated (Adam reset)
2026-05-21T15:50:03.238284,1779367803.2382848,FL,,,,,,,"B1 unpacked: min=-2.5197, max=2.3622, mean=-0.1575","[FL] B1 unpacked: min=-2.5197, max=2.3622, mean=-0.1575"
2026-05-21T15:50:05.098550,1779367805.0985506,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:07.099297,1779367807.0992973,NEW_SAMPLE,,,,,30,other,,[DATA] class=other (n=30)
2026-05-21T15:50:09.101128,1779367809.101128,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:11.097527,1779367811.0975277,NEW_SAMPLE,,,,,30,dog,,[DATA] class=dog (n=30)
2026-05-21T15:50:13.096913,1779367813.0969133,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:15.096088,1779367815.0960882,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:17.100954,1779367817.1009548,NEW_SAMPLE,,,,,30,horse,,[DATA] class=horse (n=30)
2026-05-21T15:50:19.100727,1779367819.1007278,NEW_SAMPLE,,,,,30,cat,,[DATA] class=cat (n=30)
2026-05-21T15:50:20.839103,1779367820.8391035,FL,,,,,,,Local training (4-class cross-entropy),[FL] Local training (4-class cross-entropy)
2026-05-21T15:50:20.987516,1779367820.9875166,TRAIN_EPOCH,0,0.9792,66.7,,,,,  Epoch  0  Loss=0.9792  Acc=66.7%
2026-05-21T15:50:21.135069,1779367821.1350696,TRAIN_EPOCH,1,0.9345,66.7,,,,,  Epoch  1  Loss=0.9345  Acc=66.7%
2026-05-21T15:50:21.283326,1779367821.2833266,TRAIN_EPOCH,2,0.9197,66.7,,,,,  Epoch  2  Loss=0.9197  Acc=66.7%
2026-05-21T15:50:21.431811,1779367821.4318113,TRAIN_EPOCH,3,0.9028,66.7,,,,,  Epoch  3  Loss=0.9028  Acc=66.7%
2026-05-21T15:50:21.589389,1779367821.589389,TRAIN_EPOCH,4,0.8937,66.7,,,,,  Epoch  4  Loss=0.8937  Acc=66.7%
2026-05-21T15:50:21.738495,1779367821.738496,TRAIN_EPOCH,5,0.8856,66.7,,,,,  Epoch  5  Loss=0.8856  Acc=66.7%
2026-05-21T15:50:21.887146,1779367821.887146,TRAIN_EPOCH,6,0.8805,66.7,,,,,  Epoch  6  Loss=0.8805  Acc=66.7%
